    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.940056040764338788E-11    0.360384633705797000E+03   -0.107088076542513377E+01   -0.224985797990575520E+01    0.763997176704678395E+03   -0.178299678104067816E+01
    0.964628947486390272E-11    0.360330525654401526E+03   -0.102484994850105338E+01   -0.224692846829392145E+01    0.671029052885819965E+03   -0.177903098448989638E+01
    0.966259695222417265E-11    0.360324647421006432E+03   -0.102373281481950151E+01   -0.215157686161660244E+01    0.517253434697125158E+03   -0.175035934118324477E+01
    0.969074181516500529E-11    0.360316330361093435E+03   -0.109864674283583597E+01   -0.216328691806674911E+01    0.607797237007231843E+03   -0.177416738671290730E+01
    0.972801444135184852E-11    0.360306152696990239E+03   -0.106750272566673665E+01   -0.227540788809030925E+01    0.662975299429387633E+03   -0.177082363931513775E+01
    0.983204520112450958E-11    0.360282378377261466E+03   -0.106922033337573374E+01   -0.218508106460198714E+01    0.604942108669591562E+03   -0.179591134796561391E+01
    0.102085571787497966E-10    0.360204719701122315E+03   -0.105632757323849624E+01   -0.220307776759657870E+01    0.640941950567404433E+03   -0.176277033708508490E+01
    0.102552721652148466E-10    0.360193088454603981E+03   -0.103549056438542486E+01   -0.221657730928108609E+01    0.473150011725181344E+03   -0.173149095185974566E+01
    0.103203321585715548E-10    0.360177940425576537E+03   -0.963361501722129532E+00   -0.217285469532789044E+01    0.461795109721980339E+03   -0.172831744917995778E+01
    0.106037783776064899E-10    0.360121251539819355E+03   -0.993221244331937925E+00   -0.225320344271607986E+01    0.511353757457106838E+03   -0.175290571545091467E+01
    0.107201035766780009E-10    0.360096930681264553E+03   -0.113138251517743349E+01   -0.223654930268968499E+01    0.754131227119752225E+03   -0.180750493159274228E+01
    0.107240804002243222E-10    0.360093688881325477E+03   -0.955787835251662443E+00   -0.212595210232743081E+01    0.365551302471139024E+03   -0.171242129568626034E+01
    0.108402241103994665E-10    0.360069644976085840E+03   -0.106749980018965829E+01   -0.216171819118326081E+01    0.574274545408352651E+03   -0.175942027540783386E+01
    0.109114345314271524E-10    0.360054049758547478E+03   -0.937410778223478403E+00   -0.215471599228229316E+01    0.413294010690170410E+03   -0.172424519234274065E+01
    0.111421116026495102E-10    0.360009708780580922E+03   -0.114022953941820049E+01   -0.225235271057766084E+01    0.854696756004684744E+03   -0.179850397469589751E+01
    0.111294049673634842E-10    0.360009490912850595E+03   -0.101755828165810414E+01   -0.225919732238410020E+01    0.634464012717512446E+03   -0.178266202953382091E+01
    0.111372034388665781E-10    0.360005589986103359E+03   -0.106443268484499853E+01   -0.222268092587464849E+01    0.735344238118673616E+03   -0.178476364884769012E+01
    0.113192742927194573E-10    0.359970658391857683E+03   -0.104927697895581851E+01   -0.222136227021494914E+01    0.532049558691672019E+03   -0.173884967084956088E+01
    0.118139628797800295E-10    0.359882608062810334E+03   -0.973653326735155034E+00   -0.219311602433757535E+01    0.515022181579598509E+03   -0.176076848933838903E+01
    0.118021755596555141E-10    0.359882104548583641E+03   -0.114201530922750116E+01   -0.226209707372909996E+01    0.896280930028694684E+03   -0.180319108223294933E+01
    0.118017119108600834E-10    0.359879683120182676E+03   -0.110832143167112562E+01   -0.224709033966942151E+01    0.907274572052191957E+03   -0.181464217112658233E+01
    0.119270310543406591E-10    0.359856057633875480E+03   -0.114656438457573451E+01   -0.227630882617998154E+01    0.981747044708241106E+03   -0.181523922855817332E+01
    0.119315134061088894E-10    0.359852806145983493E+03   -0.102903804420161293E+01   -0.224860442520243264E+01    0.565590161393804465E+03   -0.174601646468297922E+01
    0.120924489578268626E-10    0.359823509907006837E+03   -0.951463952015641823E+00   -0.215696181332851644E+01    0.352073748166192445E+03   -0.171287950610856754E+01
    0.122907549217648521E-10    0.359788477621694938E+03   -0.109601320731199792E+01   -0.228945227546271912E+01    0.769009292845978280E+03   -0.179158385471135873E+01
    0.123157522527548778E-10    0.359781914088514554E+03   -0.103168925921309906E+01   -0.215963491418142262E+01    0.559219216401656013E+03   -0.177058550252392166E+01
    0.123586543120392520E-10    0.359772459173119955E+03   -0.108842814096333562E+01   -0.226243850358771059E+01    0.658594150152844122E+03   -0.177220811437923587E+01
    0.123499259499829739E-10    0.359771372182257153E+03   -0.103520334698894700E+01   -0.218907535383635832E+01    0.503145368271624250E+03   -0.177374689535731100E+01
    0.123694293746804702E-10    0.359765716205333320E+03   -0.945473607720023423E+00   -0.215845251379586145E+01    0.399102577826448055E+03   -0.170330711232120713E+01
    0.124031059909210370E-10    0.359757778467695346E+03   -0.106435834097318427E+01   -0.228359123846276013E+01    0.780445436487199913E+03   -0.180021791568828782E+01
    0.128200412442009601E-10    0.359689152979136168E+03   -0.974822903742934344E+00   -0.215951926043709275E+01    0.435300866971889150E+03   -0.175056416945187188E+01
    0.129794315679989540E-10    0.359661940481654142E+03   -0.104787240352210986E+01   -0.224205863764449731E+01    0.588673648538470502E+03   -0.178573499301183602E+01
    0.132779501104248046E-10    0.359613962770505736E+03   -0.104256207358261754E+01   -0.226050077802070959E+01    0.567749116903119784E+03   -0.175518994026324471E+01
    0.133507468632087197E-10    0.359600527660281500E+03   -0.108672990604107511E+01   -0.222123440607795075E+01    0.741569260249806462E+03   -0.181353018980663983E+01
    0.133447886100864329E-10    0.359598920431767851E+03   -0.104596959433096792E+01   -0.217544347059937238E+01    0.615751551413286620E+03   -0.178564987483638049E+01
    0.133996817640265492E-10    0.359588210401020319E+03   -0.110280839217133675E+01   -0.220516755104298845E+01    0.625734155498005407E+03   -0.176460859814234006E+01
    0.134305432387891364E-10    0.359581109397731041E+03   -0.109114189216298385E+01   -0.224089863529612288E+01    0.851804766254557649E+03   -0.181073189704856752E+01
    0.135402732359689992E-10    0.359562335422084402E+03   -0.903651198673351530E+00   -0.215592821697702686E+01    0.323968621422495573E+03   -0.169239498607790217E+01
    0.137551832920520733E-10    0.359528340876917184E+03   -0.111507377370110206E+01   -0.219496455622692288E+01    0.724501562716529634E+03   -0.180890862279357734E+01
    0.138159994639147884E-10    0.359517017712378390E+03   -0.112293552949643605E+01   -0.223186602780556331E+01    0.683166261863138288E+03   -0.178585506501807956E+01
    0.141203403265723417E-10    0.359470939648017406E+03   -0.987575498143302255E+00   -0.224293838431351222E+01    0.500762364650060476E+03   -0.173449924116727416E+01
    0.148548052060869449E-10    0.359367025524846611E+03   -0.113796544433744273E+01   -0.227585082855762533E+01    0.100732661645727239E+04   -0.181994812132577088E+01
    0.151413446597418172E-10    0.359326314198247928E+03   -0.104036203558037954E+01   -0.221890807170276361E+01    0.607875506376859562E+03   -0.179437485779143024E+01
    0.159550897934142835E-10    0.359219116541201117E+03   -0.105545579637867526E+01   -0.219553928885066085E+01    0.545388552872322862E+03   -0.178365529350867646E+01
    0.161493166769304564E-10    0.359192416840968519E+03   -0.103228442224134653E+01   -0.219479939866473472E+01    0.613679326174845073E+03   -0.176448772108033047E+01
    0.163878575774639960E-10    0.359160590978489836E+03   -0.109631311419765609E+01   -0.223242433830363485E+01    0.834990032938436798E+03   -0.181603550081309884E+01
    0.165041677974675638E-10    0.359143946430871495E+03   -0.110345898419077493E+01   -0.228341625600440423E+01    0.927222868322146496E+03   -0.181238050129281980E+01
    0.167102431211295931E-10    0.359116628532582183E+03   -0.103288567696615807E+01   -0.216367226578169092E+01    0.566530119939852852E+03   -0.177602816072850622E+01
    0.169170974555806689E-10    0.359089522727895485E+03   -0.100170882074392864E+01   -0.219341343046408976E+01    0.446098746545404538E+03   -0.175389157073604984E+01
    0.172173994771900465E-10    0.359051831376442578E+03   -0.105525830076417826E+01   -0.224519526934601110E+01    0.575180626753388083E+03   -0.177851164496221692E+01
    0.172548730670228912E-10    0.359044983116020092E+03   -0.983094569904443105E+00   -0.224940574645644631E+01    0.510385154938267135E+03   -0.174274201298353582E+01
    0.172523699854252423E-10    0.359042773267464383E+03   -0.110853156998603453E+01   -0.229804731209284618E+01    0.891205634734169735E+03   -0.180711207734839974E+01
    0.173886369094054498E-10    0.359024538433051475E+03   -0.105129155002160957E+01   -0.224008605507214043E+01    0.540725381531486732E+03   -0.176718443512434753E+01
    0.175335410627179603E-10    0.359005440959085831E+03   -0.105760566786596755E+01   -0.228234184038423127E+01    0.676545649022496605E+03   -0.178490065265916975E+01
    0.176041767692584044E-10    0.358994899935815340E+03   -0.945247565297085757E+00   -0.219064516833201672E+01    0.447637160150071452E+03   -0.172276681605955950E+01
    0.178500928207419516E-10    0.358964654899956201E+03   -0.112678394310934493E+01   -0.222117019801009707E+01    0.804882975419464742E+03   -0.181816801583805265E+01
    0.181067736043696281E-10    0.358933600115363731E+03   -0.108739110125646121E+01   -0.225934557533132097E+01    0.649639381756031639E+03   -0.177072891721691050E+01
    0.181238995543332811E-10    0.358929209347155904E+03   -0.111754587003343531E+01   -0.222917629330308742E+01    0.833862901499924533E+03   -0.182097426409316476E+01
    0.182926669549230322E-10    0.358908171783073954E+03   -0.113888648642361900E+01   -0.223789191948579180E+01    0.771336517075260645E+03   -0.180380943444272823E+01
    0.183439558465353239E-10    0.358900072039298948E+03   -0.114435849425169955E+01   -0.226888599006225178E+01    0.952681331801580654E+03   -0.182376177902028758E+01
    0.186107737919560386E-10    0.358868691018156937E+03   -0.112025055714695121E+01   -0.219664742914145528E+01    0.704495699127418561E+03   -0.178207259753745362E+01
    0.187233298566940648E-10    0.358854131652080923E+03   -0.108275928018003498E+01   -0.225974114197546250E+01    0.791765598031000877E+03   -0.181457239457749786E+01
    0.187551737801554049E-10    0.358848233017873667E+03   -0.941550842173912272E+00   -0.213717220644584671E+01    0.345434358078708783E+03   -0.170790795856649069E+01
    0.188707029616417323E-10    0.358833451093352096E+03   -0.974127556343812984E+00   -0.223263892430490429E+01    0.436919047172366049E+03   -0.172983526343553073E+01
    0.190230282654942442E-10    0.358814871797976025E+03   -0.108360789191133655E+01   -0.225409233276063770E+01    0.727420360296756030E+03   -0.180903619381928316E+01
    0.191166723052334547E-10    0.358802550616738131E+03   -0.104759424751771313E+01   -0.215090294489001721E+01    0.441047721722516769E+03   -0.174003104304920697E+01
    0.191364155262558435E-10    0.358797986132651261E+03   -0.962047169675919633E+00   -0.222205432568233618E+01    0.406892940783392532E+03   -0.171691242428141067E+01
    0.199097096058513167E-10    0.358716257251207139E+03   -0.109753501645718998E+01   -0.227355132760280298E+01    0.904304164961798506E+03   -0.181532142049815093E+01
    0.202692871292759804E-10    0.358677958734288609E+03   -0.949301564343787874E+00   -0.217170654615560643E+01    0.343582361086735261E+03   -0.168467492587539880E+01
    0.202804988744168389E-10    0.358674352760962222E+03   -0.950621838075523584E+00   -0.219600098364436302E+01    0.368233185768605608E+03   -0.171024809714551651E+01
    0.207756967225729307E-10    0.358623604562933338E+03   -0.984075355542186614E+00   -0.221524284021893436E+01    0.438879287467306085E+03   -0.171313363197302948E+01
    0.210469686738514177E-10    0.358595159228932175E+03   -0.108397569280642259E+01   -0.226208620174329500E+01    0.848255363234362562E+03   -0.181331294093961048E+01
    0.211690943665736803E-10    0.358581087706188782E+03   -0.106869888757980647E+01   -0.218890476394003208E+01    0.571314410773918326E+03   -0.178923700975969702E+01
    0.213094192659929469E-10    0.358565373928411475E+03   -0.113746652372143586E+01   -0.227510197898762012E+01    0.930806105917207560E+03   -0.182235957870633491E+01
    0.213392043530846715E-10    0.358560080394702140E+03   -0.109771481292395734E+01   -0.227970352334235749E+01    0.844536914520731330E+03   -0.179380854026163128E+01
    0.214588410821477485E-10    0.358546398852230482E+03   -0.106755084402313827E+01   -0.226022093835354188E+01    0.791290316968850675E+03   -0.179276868261290367E+01
    0.218769106635859649E-10    0.358505308770362774E+03   -0.113035220775237910E+01   -0.225769929566127381E+01    0.883633416205301842E+03   -0.182325735049032467E+01
    0.233082740211088030E-10    0.358376055504988130E+03   -0.103316951996379558E+01   -0.215226704315911288E+01    0.538429802857184882E+03   -0.176218381830532422E+01
    0.234939938754975010E-10    0.358357682699027691E+03   -0.983190214942377239E+00   -0.222671036813999734E+01    0.539569002525539076E+03   -0.174737209742436761E+01
    0.234992933041408973E-10    0.358354731619396148E+03   -0.107882068245442753E+01   -0.219013695320606949E+01    0.621116080906144134E+03   -0.176051416964882890E+01
    0.235192082957612440E-10    0.358350537393324828E+03   -0.113095224689208784E+01   -0.229042281965793482E+01    0.957606004125897016E+03   -0.181239193612163874E+01
    0.237028149701751396E-10    0.358332484684062081E+03   -0.936098606192690141E+00   -0.216641728831967395E+01    0.416662496066255926E+03   -0.171636063803114958E+01
    0.237245202611006702E-10    0.358328154069515847E+03   -0.105272465455500708E+01   -0.214461565649800079E+01    0.475129480884798227E+03   -0.174202159164856063E+01
    0.239705730809217903E-10    0.358305018403628424E+03   -0.105872992438745506E+01   -0.223393068062916988E+01    0.717538228097810475E+03   -0.180625867511787597E+01
